StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken,Result
1370.0,Thomas Lee,Female,90.0,10.0,90.0,2.0,High,72.0,0.8,85.0,False,Pass
8570.0,Justin Clark,Male,70.0,10.0,65.0,,Medium,80.0,3.7,62.0,False,Pass
8037.0,Michael Martinez,Female,85.0,25.0,90.0,2.0,Low,87.0,2.9,84.0,True,Pass
6993.0,Vincent Smith,Female,,17.0,85.0,2.0,Low,78.0,2.6,90.0,False,Pass
7367.0,Sean Hull,Female,91.0,20.0,88.0,1.0,Medium,88.0,0.9,93.0,False,Pass
2388.0,Sarah Welch,Male,95.0,20.0,90.0,2.0,High,68.0,1.9,59.0,False,Fail
7852.0,Mr. Stephen Gilmore,Male,91.0,8.0,60.0,0.0,Medium,72.0,3.5,91.0,True,Pass
3733.0,Barry Parker,Female,,10.0,65.0,1.0,Medium,88.0,,72.0,True,Pass
8939.0,Joshua Kane,Male,92.0,8.0,70.0,2.0,Low,78.0,2.0,81.0,False,Pass
8272.0,Anthony Wright,Female,78.0,20.0,86.0,1.0,High,85.0,0.2,64.0,False,Pass
3755.0,Nathaniel Lopez,Female,91.0,17.0,70.0,2.0,High,88.0,0.6,99.0,False,Pass
9880.0,Darlene Fletcher,Male,85.0,12.0,90.0,0.0,High,92.0,1.5,,False,Pass
5305.0,Christopher Moore,Female,90.0,17.0,85.0,3.0,High,88.0,3.4,95.0,False,Pass
3719.0,Benjamin White,Male,92.0,25.0,78.0,3.0,Medium,72.0,,84.0,True,Pass
6302.0,Jenny Coleman,Female,88.0,22.0,82.0,,Low,87.0,0.7,98.0,False,Pass
1971.0,Michael Gomez,Female,78.0,10.0,90.0,0.0,Low,90.0,4.1,98.0,False,Pass
9019.0,Caleb Serrano,Male,91.0,18.0,60.0,0.0,Medium,87.0,3.2,99.0,True,Pass
7600.0,William Carlson,Female,95.0,17.0,77.0,1.0,Low,80.0,4.3,96.0,True,Pass
8511.0,Timothy Pruitt,Female,90.0,12.0,60.0,3.0,Medium,92.0,2.5,70.0,False,Pass
6533.0,Mario Johnston,Male,91.0,17.0,88.0,1.0,High,87.0,3.1,79.0,True,Pass
3035.0,Rebecca Kim,Male,85.0,17.0,78.0,0.0,High,68.0,4.4,,True,Fail
5489.0,Joyce Williams,Male,95.0,18.0,85.0,1.0,Low,68.0,0.3,90.0,False,Fail
4836.0,Cynthia Sloan,Female,90.0,20.0,78.0,,Medium,87.0,0.7,64.0,False,Pass
1152.0,,Male,,20.0,60.0,0.0,Medium,87.0,1.1,55.0,True,Pass
2690.0,,Female,95.0,18.0,65.0,0.0,High,68.0,0.3,86.0,True,Fail
3688.0,Patricia Williams,Female,95.0,25.0,65.0,0.0,Low,78.0,4.3,55.0,True,Pass
3293.0,Michael Payne,Male,91.0,8.0,88.0,0.0,Medium,68.0,1.2,91.0,True,Fail
5065.0,Brooke Friedman,Female,85.0,18.0,90.0,2.0,Low,72.0,0.9,75.0,False,Pass
1894.0,Daniel Mathis,Male,85.0,8.0,85.0,3.0,Medium,88.0,0.4,50.0,False,Pass
6185.0,Lynn Jennings,,70.0,22.0,60.0,1.0,Low,68.0,3.8,99.0,True,Fail
1273.0,Kimberly Randolph,Male,85.0,18.0,90.0,1.0,High,62.0,2.5,90.0,False,Fail
7939.0,Jack Simmons,Female,90.0,12.0,70.0,3.0,High,85.0,0.4,55.0,True,Pass
3545.0,Daniel Mendez,Female,70.0,22.0,85.0,2.0,Low,62.0,3.6,65.0,True,Fail
5005.0,Travis Lawson,Male,70.0,20.0,77.0,3.0,Low,80.0,1.5,97.0,,Pass
2956.0,Jason Horne DDS,Male,78.0,15.0,65.0,1.0,Medium,72.0,,96.0,False,Pass
3735.0,Shawn Galloway,Female,78.0,18.0,85.0,1.0,Medium,62.0,1.4,54.0,False,Fail
2262.0,Thomas Barnes,Female,85.0,12.0,88.0,1.0,Medium,88.0,0.8,60.0,False,Pass
2685.0,Elizabeth Curry,Male,92.0,12.0,,1.0,High,92.0,0.2,73.0,False,Pass
3458.0,Nicole Cunningham,Male,85.0,12.0,60.0,3.0,,92.0,2.1,96.0,False,Pass
5444.0,Patrick Thompson,Male,91.0,30.0,85.0,2.0,Low,80.0,0.9,83.0,True,Pass
7568.0,Marissa Stewart,Male,85.0,18.0,82.0,1.0,High,72.0,2.3,73.0,True,Pass
5777.0,Melissa Wilson,Female,91.0,25.0,77.0,1.0,Low,78.0,5.0,99.0,True,Pass
,Jaime Glenn,Male,78.0,15.0,60.0,1.0,High,72.0,1.7,94.0,True,Pass
6488.0,Mark Castillo,Male,70.0,18.0,85.0,3.0,Low,92.0,2.1,53.0,True,Pass
5584.0,Mr. Kent Stanton,Male,85.0,25.0,70.0,0.0,Low,90.0,2.3,97.0,True,Pass
2565.0,Tyrone Phillips,Male,70.0,20.0,86.0,3.0,High,62.0,3.3,58.0,True,Fail
5778.0,Christopher Collins,Female,95.0,8.0,88.0,1.0,Medium,85.0,1.2,62.0,True,Pass
,David Rowe,Male,,10.0,77.0,1.0,Medium,62.0,0.6,72.0,True,Fail
8404.0,Christopher Mccullough,Female,85.0,18.0,85.0,2.0,High,85.0,4.1,94.0,True,Pass
4522.0,Carla Rodriguez,Female,78.0,20.0,90.0,1.0,Medium,72.0,0.2,69.0,False,Pass
3848.0,Makayla Howard,Male,70.0,17.0,70.0,2.0,High,87.0,2.3,100.0,True,Pass
2989.0,Barbara White,Male,85.0,25.0,65.0,3.0,Medium,90.0,3.4,91.0,True,Pass
5240.0,Sarah Davis,Male,85.0,20.0,90.0,1.0,High,87.0,4.5,,True,Pass
1699.0,Cody Donovan,Female,85.0,10.0,86.0,0.0,Low,62.0,2.5,74.0,False,Fail
3831.0,Jessica Jenkins,Female,92.0,10.0,82.0,2.0,,68.0,-5.0,200.0,True,Fail
5835.0,Benjamin Alexander,Female,70.0,12.0,77.0,1.0,High,85.0,1.9,76.0,True,Pass
9614.0,Isaac Lopez,Male,82.0,15.0,60.0,1.0,Medium,72.0,3.9,72.0,False,Pass
7363.0,Ariana Morse,Female,78.0,15.0,88.0,3.0,High,80.0,4.5,99.0,False,Pass
1959.0,Brian Avery,Female,,,86.0,3.0,High,87.0,1.2,65.0,False,Pass
9743.0,Amy Lawson,Male,92.0,22.0,60.0,1.0,High,68.0,1.2,,False,Fail
1462.0,Derek Choi,Female,91.0,22.0,65.0,3.0,High,78.0,2.7,61.0,False,Pass
1621.0,Paul Reese,Male,85.0,25.0,86.0,3.0,High,72.0,2.4,71.0,True,Pass
3137.0,Francisco Chang,Female,78.0,30.0,78.0,1.0,High,88.0,3.5,59.0,True,Pass
9622.0,Christian Knight,Female,90.0,,60.0,3.0,High,90.0,1.5,58.0,,Pass
8157.0,Andrew Wilkerson,Female,95.0,10.0,70.0,3.0,Medium,92.0,3.3,61.0,False,Pass
6026.0,Brandon Alvarez,Female,78.0,10.0,78.0,3.0,Medium,88.0,0.2,88.0,False,Pass
4619.0,Gary Young,Male,85.0,10.0,88.0,2.0,High,90.0,4.9,60.0,True,Pass
6500.0,Jessica Wright,Female,85.0,18.0,90.0,3.0,Low,87.0,1.8,100.0,True,Pass
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,
2661.0,Alexander Gordon DDS,Female,91.0,25.0,65.0,1.0,High,80.0,1.5,70.0,False,Pass
2715.0,James Martinez,Male,95.0,10.0,60.0,0.0,Low,87.0,2.7,55.0,False,Pass
8909.0,Francisco Williams,Male,70.0,10.0,86.0,0.0,High,80.0,0.5,63.0,True,Pass
7705.0,Jordan Brooks,Female,88.0,18.0,90.0,2.0,High,62.0,2.9,81.0,True,Fail
1893.0,Kurt Boyd,Female,85.0,8.0,85.0,2.0,Low,88.0,2.4,56.0,True,Pass
4390.0,Bryan Salazar,Male,88.0,20.0,77.0,2.0,Medium,62.0,2.4,92.0,False,Fail
2493.0,Mrs. Heather Roy,Female,78.0,30.0,60.0,1.0,High,78.0,0.2,78.0,False,Pass
5315.0,,Male,,22.0,78.0,0.0,Low,87.0,0.4,72.0,False,Pass
4727.0,Kathleen Newton,Male,70.0,12.0,60.0,2.0,Low,78.0,2.9,65.0,False,Pass
5896.0,Julian Fox,Male,70.0,15.0,70.0,3.0,Low,88.0,3.4,89.0,True,Pass
2970.0,Kylie Hancock,Female,78.0,10.0,90.0,3.0,High,80.0,2.1,93.0,False,Pass
4308.0,Matthew Werner,Male,91.0,18.0,88.0,2.0,High,62.0,2.8,85.0,False,Fail
5525.0,Kelsey Bush,Female,85.0,22.0,86.0,2.0,Medium,87.0,2.1,59.0,True,Pass
2730.0,Brandon Dickerson,Male,88.0,12.0,88.0,0.0,Medium,62.0,3.3,86.0,False,Fail
1613.0,Jamie Allen,Male,88.0,8.0,65.0,3.0,Low,62.0,0.2,71.0,True,Fail
1807.0,Taylor Smith,Female,88.0,30.0,78.0,1.0,Medium,,1.4,81.0,True,
4734.0,Elizabeth Chavez,Male,88.0,17.0,88.0,2.0,Low,62.0,3.0,55.0,True,Fail
8237.0,Melissa Morris,Male,70.0,17.0,70.0,1.0,High,72.0,4.0,54.0,False,Pass
9303.0,Donna Hardin,Female,78.0,12.0,86.0,1.0,High,92.0,4.4,62.0,True,Pass
5087.0,Andrew Cook,Male,85.0,15.0,88.0,3.0,Medium,,4.1,82.0,False,
,Dr. Richard Wallace,Male,92.0,30.0,77.0,3.0,Medium,68.0,,80.0,False,Fail
6640.0,Samuel Shaw,Male,88.0,20.0,82.0,1.0,Medium,80.0,0.8,86.0,True,Pass
4626.0,Mike Waters,Male,92.0,18.0,60.0,2.0,High,80.0,2.4,58.0,True,Pass
1138.0,Andrea Newman,,88.0,22.0,82.0,2.0,Medium,62.0,4.3,79.0,False,Fail
4575.0,,Female,88.0,12.0,86.0,0.0,Low,87.0,0.0,92.0,,Pass
5631.0,Barry Jenkins,Female,90.0,17.0,85.0,1.0,Medium,90.0,4.3,,False,Pass
4086.0,Laurie Johnson,Male,82.0,25.0,78.0,3.0,Medium,90.0,3.4,96.0,True,Pass
9148.0,John Coleman,Female,88.0,8.0,60.0,0.0,Low,80.0,2.9,86.0,True,Pass
6622.0,John Carter,Male,82.0,17.0,88.0,2.0,Medium,68.0,4.2,85.0,True,Fail
5813.0,Mr. Devon Garrett,Male,85.0,10.0,82.0,2.0,High,90.0,3.3,64.0,False,Pass
4659.0,Jill Kelly,Female,70.0,30.0,,2.0,Low,85.0,-5.0,200.0,False,Pass
1879.0,Richard Gonzalez,Male,85.0,25.0,70.0,2.0,Low,62.0,2.6,76.0,True,Fail
3470.0,Alex White,Male,92.0,30.0,60.0,3.0,Medium,68.0,1.6,95.0,True,Fail
2324.0,Michael Gonzales,Female,95.0,10.0,88.0,1.0,High,78.0,1.4,98.0,True,Pass
3595.0,John Williams,Female,90.0,10.0,86.0,,Low,62.0,2.0,80.0,False,Fail
1076.0,Daniel Herrera,Male,82.0,25.0,88.0,1.0,Medium,72.0,1.0,93.0,True,Pass
,Jessica Richardson,Male,95.0,18.0,65.0,2.0,Medium,72.0,2.9,60.0,True,Pass
1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True,
6615.0,Heidi Simmons,Female,95.0,25.0,65.0,0.0,High,92.0,1.1,58.0,True,Pass
1359.0,Andrea Fuller,Male,90.0,30.0,78.0,0.0,Low,85.0,3.9,89.0,True,Pass
1785.0,David Dunlap,Male,85.0,15.0,85.0,0.0,Medium,62.0,0.6,66.0,False,Fail
3508.0,Antonio Mitchell,Male,85.0,18.0,60.0,2.0,Low,72.0,1.3,88.0,True,Pass
7862.0,Mariah Cole,Male,82.0,22.0,85.0,2.0,High,87.0,2.5,88.0,True,Pass
,Rhonda Ramos,Male,95.0,8.0,82.0,0.0,High,72.0,2.5,63.0,False,Pass
6416.0,Raymond Murillo,Male,85.0,15.0,85.0,2.0,Low,78.0,-5.0,200.0,True,Pass
2659.0,Andrea Bradley,Female,92.0,17.0,82.0,2.0,Medium,80.0,0.5,61.0,True,Pass
5760.0,,Female,95.0,8.0,85.0,2.0,High,80.0,4.3,,True,Pass
6384.0,Tina Velazquez,Female,,22.0,82.0,2.0,Medium,90.0,0.9,75.0,False,Pass
8479.0,Bonnie Callahan,Female,70.0,17.0,60.0,0.0,,68.0,3.5,53.0,True,Fail
2699.0,Eric Scott,Female,91.0,17.0,86.0,1.0,High,88.0,1.9,72.0,True,Pass
,Maria Leblanc,Female,85.0,20.0,60.0,1.0,High,87.0,1.3,70.0,True,Pass
9598.0,Michael Valenzuela,Male,95.0,12.0,70.0,,High,62.0,3.3,65.0,False,Fail
6664.0,Robin Spears,Female,78.0,12.0,86.0,1.0,High,68.0,2.5,80.0,False,Fail
3709.0,David Owens,Male,85.0,30.0,90.0,1.0,Medium,80.0,2.5,85.0,False,Pass
7607.0,,,90.0,17.0,77.0,3.0,Medium,87.0,4.3,78.0,False,Pass
2944.0,Elizabeth Clark,Female,85.0,20.0,,0.0,High,72.0,2.7,55.0,False,Pass
9328.0,Beverly Fisher,Male,85.0,30.0,88.0,1.0,High,78.0,1.7,,False,Pass
6952.0,Sarah Bailey,Female,90.0,20.0,90.0,1.0,Medium,90.0,4.1,68.0,False,Pass
2741.0,Kendra Ramirez,Male,78.0,17.0,65.0,0.0,High,85.0,3.1,62.0,True,Pass
7437.0,Diane Ross,Male,85.0,25.0,88.0,2.0,Medium,80.0,4.6,93.0,True,Pass
8381.0,Stephanie Mcfarland,Female,91.0,12.0,65.0,1.0,High,72.0,3.7,85.0,False,Pass
8912.0,Michelle Woods,Male,91.0,10.0,65.0,2.0,Medium,88.0,3.0,70.0,False,Pass
7859.0,David Ruiz,Male,88.0,8.0,88.0,2.0,Medium,68.0,0.7,88.0,False,Fail
9975.0,Jason Castro,Female,82.0,,90.0,3.0,Low,85.0,3.4,93.0,True,Pass
3913.0,Kathleen Montgomery,Female,90.0,,70.0,,Low,88.0,4.7,95.0,False,Pass
9747.0,James Bennett,Female,70.0,,70.0,2.0,High,62.0,0.7,92.0,True,Fail
4275.0,Kelsey Watkins,Female,78.0,,82.0,0.0,High,85.0,1.0,,True,Pass
6876.0,David Park,Female,90.0,22.0,70.0,3.0,Low,72.0,1.9,82.0,False,Pass
1769.0,Christopher Poole,Female,70.0,8.0,88.0,2.0,High,80.0,3.7,62.0,False,Pass
4695.0,Rebecca Baxter,Female,,12.0,86.0,3.0,Low,92.0,1.5,61.0,True,Pass
4063.0,Virginia Daniel,Male,82.0,20.0,60.0,1.0,Medium,85.0,2.8,58.0,True,Pass
5178.0,Melissa Gordon,Male,95.0,17.0,65.0,1.0,High,90.0,3.0,99.0,,Pass
9037.0,Brett Barrett,Female,90.0,30.0,70.0,3.0,High,72.0,0.3,82.0,True,Pass
7814.0,Brandon Townsend,Female,90.0,30.0,90.0,3.0,Low,90.0,,68.0,True,Pass
9691.0,Haley Robertson,Female,82.0,15.0,85.0,1.0,Medium,92.0,4.5,89.0,True,Pass
1653.0,Michelle Gonzalez,Female,70.0,20.0,60.0,2.0,Low,85.0,0.1,83.0,False,Pass
9426.0,Gary Holland,Female,85.0,,82.0,3.0,Medium,72.0,0.4,56.0,True,Pass
9814.0,Felicia Howard,Male,90.0,25.0,90.0,0.0,High,92.0,2.7,94.0,False,Pass
2181.0,Sean Walker,Male,85.0,17.0,88.0,1.0,High,87.0,0.3,100.0,False,Pass
2154.0,Brianna Mills,Male,88.0,8.0,60.0,1.0,Low,62.0,2.2,51.0,False,Fail
2938.0,Michael Case,Male,91.0,20.0,86.0,1.0,Low,87.0,1.8,82.0,True,Pass
5748.0,Felicia Houston,Female,91.0,20.0,82.0,1.0,Medium,62.0,4.1,51.0,False,Fail
3561.0,Kevin Wilson,Male,78.0,8.0,70.0,2.0,Low,68.0,1.5,100.0,False,Fail
1182.0,Mary Vaughn,Male,90.0,15.0,78.0,3.0,Low,62.0,2.7,55.0,,Fail
4441.0,,Female,92.0,8.0,70.0,0.0,High,68.0,1.1,66.0,True,Fail
2877.0,Maurice Martinez,,91.0,15.0,70.0,1.0,Low,72.0,0.4,92.0,True,Pass
5107.0,Jonathon Perry,,92.0,22.0,77.0,1.0,Medium,68.0,3.4,65.0,True,Fail
5671.0,,Male,92.0,30.0,77.0,,Medium,88.0,3.3,94.0,True,Pass
6971.0,Rebecca Evans,Female,,10.0,78.0,1.0,High,92.0,3.6,91.0,False,Pass
5533.0,Paul Williams,Female,78.0,30.0,77.0,1.0,Medium,90.0,3.9,81.0,True,Pass
3879.0,Tyler Boyer,Male,88.0,10.0,70.0,3.0,Medium,87.0,3.6,51.0,True,Pass
7637.0,Kristy Nichols,Male,85.0,12.0,82.0,2.0,Low,78.0,3.3,59.0,False,Pass
7430.0,Darren Martin,Male,91.0,18.0,65.0,1.0,Low,72.0,0.5,73.0,True,Pass
4913.0,Katelyn Morgan,Male,82.0,10.0,77.0,0.0,,88.0,4.7,92.0,True,Pass
,Dennis Elliott,,85.0,25.0,77.0,3.0,High,85.0,1.8,52.0,True,Pass
9485.0,Jesus Henson,Female,70.0,17.0,77.0,1.0,High,90.0,0.5,83.0,False,Pass
5314.0,Robin Stewart,Male,70.0,8.0,88.0,3.0,Low,87.0,2.6,74.0,True,Pass
9460.0,Lawrence Miller,Female,95.0,30.0,77.0,1.0,Low,80.0,2.5,,False,Pass
3713.0,Ronnie White,Male,90.0,12.0,82.0,3.0,High,68.0,0.8,88.0,True,Fail
4773.0,John Fox,Female,95.0,20.0,77.0,1.0,Medium,92.0,3.0,91.0,False,Pass
1367.0,,Male,85.0,10.0,86.0,3.0,High,68.0,3.1,52.0,True,Fail
1916.0,Daniel Scott,Male,88.0,10.0,70.0,0.0,Low,88.0,3.2,96.0,False,Pass
2404.0,,Male,85.0,22.0,77.0,1.0,High,92.0,4.2,88.0,True,Pass
3979.0,Jonathan Mann,Female,78.0,,77.0,3.0,Low,87.0,1.1,,,Pass
2778.0,Bethany Andersen,Male,92.0,,70.0,0.0,High,88.0,0.5,80.0,True,Pass
9706.0,Tiffany Moore,Male,90.0,17.0,65.0,3.0,Low,80.0,4.5,99.0,False,Pass
9553.0,Sylvia Chavez,Female,95.0,15.0,70.0,0.0,High,78.0,3.9,74.0,False,Pass
2600.0,Gerald Reilly,Female,78.0,18.0,77.0,3.0,High,85.0,3.0,,False,Pass
5223.0,Ashlee Wilcox,Male,85.0,15.0,86.0,2.0,High,72.0,0.0,91.0,True,Pass
6175.0,Lance Johnson,Female,95.0,20.0,65.0,0.0,Low,88.0,1.3,84.0,False,Pass
6990.0,,Female,70.0,25.0,60.0,2.0,Low,78.0,,85.0,False,Pass
5157.0,,Female,91.0,,60.0,0.0,Low,87.0,3.7,78.0,True,Pass
2642.0,Patrick Gonzalez MD,Male,82.0,8.0,88.0,2.0,Low,80.0,0.8,90.0,True,Pass
2492.0,Cole Gomez,Male,85.0,22.0,60.0,2.0,High,85.0,1.1,55.0,True,Pass
7296.0,Alejandro Gutierrez,Female,91.0,12.0,82.0,3.0,High,68.0,3.2,78.0,True,Fail
4304.0,Natalie Long,Female,92.0,15.0,86.0,2.0,Low,92.0,3.1,93.0,True,Pass
6893.0,Abigail Ingram,Male,85.0,10.0,85.0,2.0,Medium,90.0,3.3,75.0,True,Pass
9482.0,Eileen Lee,Male,90.0,20.0,70.0,2.0,Low,72.0,4.6,72.0,False,Pass
5530.0,Nancy Moore,,91.0,25.0,77.0,0.0,Low,80.0,1.3,76.0,True,Pass
2185.0,Melanie Wilson,Female,95.0,20.0,70.0,2.0,Low,88.0,1.3,78.0,False,Pass
8923.0,Gloria Henderson,Male,95.0,17.0,77.0,3.0,High,78.0,0.6,,False,Pass
4610.0,Christopher Payne,Male,95.0,8.0,88.0,2.0,Low,80.0,3.5,66.0,True,Pass
5706.0,John Franklin,Male,70.0,30.0,85.0,2.0,High,78.0,1.6,63.0,False,Pass
3994.0,Angel Stout,Male,85.0,25.0,90.0,3.0,Medium,92.0,1.1,65.0,False,Pass
,James Watkins,Male,90.0,20.0,77.0,3.0,High,72.0,4.8,,False,Pass
6167.0,Candace Kelly,Female,91.0,18.0,77.0,0.0,,85.0,2.0,98.0,True,Pass
1887.0,Zachary Daniel,Female,85.0,12.0,78.0,2.0,Medium,62.0,4.3,99.0,True,Fail
8490.0,Angel Howard,Male,82.0,17.0,88.0,1.0,High,92.0,1.9,56.0,False,Pass
6924.0,Heather Hill,Female,78.0,12.0,,3.0,Medium,78.0,4.8,71.0,False,Pass
4013.0,Heather Gamble,,70.0,25.0,60.0,1.0,Medium,62.0,1.4,61.0,True,Fail
4744.0,Sean Levine,Male,88.0,25.0,70.0,0.0,Medium,92.0,0.7,97.0,True,Pass
8749.0,Brian Diaz,Male,78.0,8.0,77.0,0.0,Low,72.0,2.7,70.0,False,Pass
5915.0,Catherine Koch,Female,82.0,22.0,78.0,0.0,High,68.0,0.3,66.0,False,Fail
2577.0,,Female,95.0,18.0,88.0,1.0,Low,72.0,4.7,66.0,False,Pass
1324.0,Anne Martin,Female,90.0,30.0,86.0,,Low,88.0,3.2,84.0,True,Pass
5663.0,Mary Warren,Female,95.0,12.0,77.0,1.0,High,62.0,3.1,79.0,True,Fail
3745.0,Amanda Bryant,Female,70.0,22.0,86.0,0.0,High,87.0,0.8,64.0,False,Pass
6191.0,Joel Ford,Female,88.0,22.0,60.0,2.0,Medium,90.0,3.7,83.0,False,Pass
7782.0,Mark Miller,Male,78.0,15.0,65.0,3.0,Low,85.0,4.7,94.0,True,Pass
4450.0,Sarah Russell,,70.0,20.0,85.0,2.0,Medium,72.0,0.3,99.0,False,Pass
9584.0,Lisa Mitchell,Male,90.0,18.0,86.0,0.0,High,62.0,1.5,65.0,False,Fail
8260.0,William White,Male,78.0,12.0,65.0,1.0,High,90.0,4.3,70.0,False,Pass
8654.0,Jacqueline Garcia,Female,82.0,17.0,65.0,2.0,High,88.0,,90.0,False,Pass
9576.0,Elizabeth Wright,Female,95.0,17.0,70.0,3.0,High,78.0,1.5,76.0,False,Pass
3551.0,Pamela Woods,,85.0,15.0,70.0,0.0,Medium,85.0,2.3,50.0,False,Pass
8816.0,Sydney Patterson,Female,85.0,8.0,82.0,3.0,High,80.0,2.7,62.0,False,Pass
8161.0,Lisa Johnson,Female,92.0,10.0,60.0,0.0,High,85.0,0.4,90.0,True,Pass
9464.0,Todd Jackson,Female,88.0,12.0,82.0,0.0,High,87.0,0.9,68.0,True,Pass
8460.0,Shelby Richards,Female,88.0,22.0,77.0,3.0,Medium,80.0,0.8,84.0,True,Pass
4046.0,Joseph Roberts,Male,88.0,18.0,65.0,1.0,Low,80.0,1.2,59.0,True,Pass
9086.0,Samantha Burton,Male,95.0,8.0,82.0,1.0,Medium,78.0,3.5,52.0,False,Pass
2314.0,Cynthia Mcdonald,Male,85.0,18.0,60.0,2.0,Low,78.0,0.9,66.0,False,Pass
1206.0,Kimberly Petty,Male,92.0,8.0,77.0,3.0,Low,80.0,1.0,97.0,True,Pass
9538.0,Joshua Carpenter,Male,85.0,8.0,82.0,1.0,High,80.0,3.7,85.0,True,Pass
5150.0,Jessica Fuller,Female,88.0,25.0,88.0,1.0,Low,92.0,4.9,65.0,False,Pass
6316.0,Andrea Barber,Male,78.0,18.0,86.0,2.0,Medium,92.0,0.0,52.0,False,Pass
3539.0,Brian Lyons,Female,90.0,25.0,65.0,1.0,High,88.0,1.7,98.0,True,Pass
1979.0,Tammy Fuentes,Female,78.0,12.0,85.0,0.0,Medium,92.0,,85.0,False,Pass
8187.0,Robert Taylor,Male,85.0,8.0,88.0,0.0,Medium,80.0,2.4,78.0,False,Pass
9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True,
2128.0,Steven Myers,Male,85.0,18.0,82.0,2.0,Medium,78.0,0.0,90.0,False,Pass
4039.0,Cassandra Perez,Male,91.0,30.0,86.0,3.0,Medium,87.0,3.3,84.0,False,Pass
4110.0,Jacqueline Eaton,Female,82.0,10.0,86.0,2.0,,62.0,3.2,57.0,True,Fail
9572.0,Carrie Mccoy,Male,85.0,10.0,65.0,1.0,High,87.0,2.4,,True,Pass
7366.0,Amy Fisher,Female,82.0,22.0,86.0,2.0,High,90.0,1.1,95.0,True,Pass
1214.0,Stephanie Reid,Male,85.0,20.0,77.0,1.0,Medium,72.0,3.7,76.0,False,Pass
1955.0,Reginald Hoover,Female,82.0,15.0,85.0,,High,92.0,4.8,56.0,True,Pass
4784.0,Christina Russo,Female,92.0,25.0,70.0,3.0,Low,68.0,2.8,85.0,False,Fail
2728.0,Raymond Howell,Female,85.0,8.0,85.0,0.0,High,72.0,2.0,71.0,True,Pass
9747.0,Angela Perez,Female,95.0,30.0,70.0,1.0,Medium,62.0,3.8,77.0,False,Fail
4943.0,Charles Aguilar,Male,70.0,12.0,82.0,,Medium,78.0,4.8,50.0,True,Pass
5660.0,Caitlyn Green,Male,82.0,10.0,82.0,1.0,Medium,92.0,,70.0,True,Pass
5521.0,Ronald Davis,,90.0,15.0,77.0,1.0,High,68.0,1.3,87.0,True,Fail
4817.0,Melissa Lucas,Female,88.0,20.0,86.0,0.0,Low,92.0,3.7,96.0,False,Pass
8905.0,Heidi Leonard,Male,85.0,22.0,85.0,3.0,Low,85.0,0.2,86.0,False,Pass
,Samantha Patton,Male,95.0,30.0,60.0,0.0,High,92.0,3.7,88.0,True,Pass
7266.0,Richard Swanson,Male,88.0,12.0,78.0,1.0,Low,88.0,0.7,82.0,True,Pass
3509.0,Lauren Simpson,Male,70.0,17.0,86.0,3.0,Low,87.0,1.1,68.0,False,Pass
,Kimberly Raymond,Male,95.0,20.0,77.0,3.0,Low,80.0,2.7,66.0,True,Pass
7529.0,Marissa Raymond,,78.0,10.0,77.0,2.0,High,78.0,2.0,86.0,True,Pass
9589.0,Joyce Bishop,Male,92.0,,82.0,0.0,Medium,88.0,0.4,92.0,False,Pass
7939.0,Michael Kelly,Female,95.0,25.0,88.0,1.0,Low,80.0,3.8,60.0,False,Pass
8245.0,Peggy Hill,Male,85.0,15.0,90.0,3.0,Low,90.0,0.8,96.0,True,Pass
2841.0,Derrick Love,Male,,22.0,65.0,2.0,High,90.0,3.5,57.0,False,Pass
8373.0,Laura Stevens,Female,85.0,30.0,90.0,2.0,High,92.0,2.7,98.0,False,Pass
9991.0,Terri Potter,Female,91.0,10.0,78.0,0.0,Low,72.0,0.2,60.0,True,Pass
5653.0,Veronica Saunders,Male,91.0,18.0,78.0,1.0,Low,80.0,0.3,92.0,False,Pass
6901.0,Emily Townsend,Male,85.0,18.0,60.0,3.0,Medium,72.0,4.9,56.0,,Pass
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,
6465.0,Jennifer Dickson,Female,70.0,10.0,78.0,1.0,Low,90.0,1.8,69.0,True,Pass
9212.0,Alexa West,Female,85.0,18.0,60.0,1.0,Low,85.0,1.1,71.0,False,Pass
3248.0,Phillip Donovan,Male,70.0,12.0,86.0,3.0,Medium,92.0,2.9,77.0,False,Pass
6395.0,Monique King,Female,82.0,10.0,90.0,0.0,Low,72.0,3.4,62.0,True,Pass
6062.0,Karl Murray,Male,70.0,,86.0,0.0,Medium,87.0,2.8,96.0,True,Pass
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,
3489.0,Lauren Montgomery,Male,,10.0,65.0,1.0,Low,88.0,1.3,86.0,True,Pass
4804.0,Nathan Wall,Male,85.0,30.0,85.0,1.0,High,72.0,4.2,80.0,False,Pass
4014.0,Kristin Macias,Female,85.0,17.0,65.0,0.0,High,92.0,0.2,98.0,True,Pass
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,
